NDB_No,FdGrp_cd,Long_Desc,Shrt_Desc,ComName,ManufacName,Survey,Ref_desc,Refuse,SciName,N_Factor,Pro_Factor,Fat_Factor,CHO_Factor
19899,1900,"Ice creams, regular, low carbohydrate, chocolate","ICE CREAMS,REG,LO CARBOHYDRATE,CHOC",nan,nan,Y,nan,0,nan,6.25,nan,nan,nan
19902,1900,"Chocolate, dark, 45- 59% cacao solids","CHOCOLATE,DK,45- 59% CACAO SOL",nan,nan,nan,nan,0,nan,6.25,nan,nan,nan
19903,1900,"Chocolate, dark, 60-69% cacao solids","CHOCOLATE,DK,60-69% CACAO SOL",nan,nan,nan,nan,0,nan,nan,nan,nan,nan
19904,1900,"Chocolate, dark, 70-85% cacao solids","CHOCOLATE,DK,70-85% CACAO SOL",nan,nan,nan,nan,0,nan,nan,nan,nan,nan
19905,1900,"Candies, chocolate, dark, NFS (45-59% cacao solids 90%; 60-69% cacao solids 5%; 70-85% cacao solids 5%)","CANDIES,CHOC,DK,NFS (45-59% CACAO SOL 90%; 60-69% CACAO SOL",nan,nan,Y,nan,0,nan,6.25,nan,nan,nan
19906,1900,"Sweeteners, for baking, brown, contains sugar and sucralose","SWEETENERS,FOR BAKING,BROWN,CONTAINS SUGAR & SUCRALOSE",nan,nan,nan,nan,0,nan,nan,nan,nan,nan
19907,1900,"Sweeteners, for baking, contains sugar and sucralose","SWEETENERS,FOR BAKING,CONTAINS SUGAR & SUCRALOSE",nan,nan,nan,nan,0,nan,nan,nan,nan,nan
19908,1900,"Sugar, turbinado","SUGAR,TURBINADO",nan,nan,nan,nan,0,nan,nan,nan,nan,nan
19909,1900,"Sweeteners, sugar substitute, granulated, brown","SWEETENERS,SUGAR SUB,GRANULATED,BROWN",nan,nan,nan,nan,0,nan,nan,nan,nan,nan
19910,1900,"Candies, crispy bar with peanut butter filling","CANDIES,CRISPY BAR W/ PNUT BUTTER FILLING",nan,nan,Y,nan,0,nan,6.25,nan,nan,nan
19911,1900,"Syrup, maple, Canadian","SYRUP,MAPLE,CANADIAN",nan,nan,nan,nan,0,nan,6.25,nan,nan,nan
19912,1900,"Sweetener, syrup, agave","Sweetener, syrup, agave",nan,nan,Y,nan,0,nan,nan,nan,nan,nan
19913,1900,"Candies, NESTLE, BUTTERFINGER Crisp","Candies, NESTLE, BUTTERFINGER Crisp",nan,nan,Y,nan,0,nan,6.25,nan,nan,nan
19914,1900,"Candies, M&M MARS 3 MUSKETEERS Truffle Crisp","CANDIES,M&M MARS 3 MUSKETEERS TRUFFLE CRISP",nan,nan,Y,nan,0,nan,6.25,nan,nan,nan
19916,1900,"Syrups, chocolate, HERSHEY'S Sugar free, Genuine Chocolate Flavored, Lite Syrup","SYRUPS,CHOC,HERSHEY'S SUGAR FREE,GENUINE CHOC FLAV,LITE SYRU",nan,nan,Y,nan,0,nan,6.25,nan,nan,nan
19917,1900,"Candies, M&M MARS Pretzel Chocolate Candies","CANDIES,M&M MARS PRETZEL CHOC CANDIES",nan,nan,Y,nan,0,nan,6.25,nan,nan,nan
19918,1900,"Sweetener, herbal extract powder from Stevia leaf","SWEETENER,HERBAL EXTRACT PDR FROM STEVIA LEAF",nan,nan,Y,nan,0,nan,6.25,nan,nan,nan
19919,1900,"Candies, fruit snacks, with high vitamin C","CANDIES,FRUIT SNACKS,W/ HI VIT C",nan,nan,Y,nan,0,nan,6.25,nan,nan,nan
19920,1900,"Jams, preserves, marmalades, sweetened with fruit juice","JAMS,PRESERVES,MARMALADES,SWTND W/ FRUIT JUC",nan,nan,Y,nan,0,nan,6.25,nan,nan,nan
19921,1900,"Candies, Tamarind","CANDIES,TAMARIND",nan,nan,Y,nan,0,nan,6.25,3.36,8.37,3.60
19922,1900,"Candies, coconut bar, not chocolate covered","CANDIES,COCNT BAR,NOT CHOC COVERED",nan,nan,Y,nan,0,nan,6.25,nan,nan,nan
19923,1900,"Candies, HERSHEYS, PAYDAY Bar","CANDIES,HERSHEYS,PAYDAY BAR",nan,nan,Y,nan,0,nan,6.25,nan,nan,nan
19924,1900,"Syrup, NESTLE, chocolate","SYRUP,NESTLE,CHOC",nan,nan,Y,nan,0,nan,6.25,nan,nan,nan
20001,2000,"Amaranth grain, uncooked","AMARANTH GRAIN,UNCKD",nan,nan,nan,nan,0,Amaranthus spp.,5.85,3.47,8.37,4.07
20002,2000,"Amaranth grain, cooked","AMARANTH GRAIN,CKD",nan,nan,nan,nan,0,Amaranthus spp.,5.85,3.47,8.37,4.07
20003,2000,Arrowroot flour,ARROWROOT FLOUR,nan,nan,nan,nan,0,nan,6.25,2.78,8.37,4.03
20004,2000,"Barley, hulled","BARLEY,HULLED",nan,nan,nan,nan,0,Hordeum vulgare L.,5.83,3.55,8.37,3.95
20005,2000,"Barley, pearled, raw","BARLEY,PEARLED,RAW",nan,nan,Y,nan,0,nan,5.83,3.55,8.37,3.95
20006,2000,"Barley, pearled, cooked","BARLEY,PEARLED,COOKED",nan,nan,Y,nan,0,nan,5.83,3.55,8.37,3.95
20008,2000,Buckwheat,BUCKWHEAT,nan,nan,nan,nan,0,Fagopyrum esculentum Moench,6.25,3.37,8.37,3.78
20009,2000,"Buckwheat groats, roasted, dry","BUCKWHEAT GROATS,RSTD,DRY",kasha,nan,nan,nan,0,nan,6.25,3.37,8.37,3.78
20010,2000,"Buckwheat groats, roasted, cooked","BUCKWHEAT GROATS,RSTD,CKD",kasha,nan,Y,nan,0,nan,6.25,3.37,8.37,3.78
20011,2000,"Buckwheat flour, whole-groat","BUCKWHEAT FLR,WHOLE-GROAT",nan,nan,Y,nan,0,nan,6.25,3.37,8.37,3.78
20012,2000,"Bulgur, dry","BULGUR,DRY",nan,nan,Y,nan,0,nan,5.83,3.59,8.37,3.78
20013,2000,"Bulgur, cooked","BULGUR,COOKED",nan,nan,Y,nan,0,nan,5.83,3.59,8.37,3.78
20014,2000,"Corn grain, yellow","CORN GRAIN,YEL","dent corn, field corn",nan,nan,nan,0,Zea mays mays L.,6.25,2.73,8.37,4.03
20015,2000,"Corn bran, crude","CORN BRAN,CRUDE",nan,nan,Y,nan,0,nan,6.25,1.82,8.37,2.35
20016,2000,"Corn flour, whole-grain, yellow","CORN FLR,WHOLE-GRAIN,YEL",nan,nan,Y,nan,0,nan,6.25,2.73,8.37,4.03
20017,2000,"Corn flour, masa, enriched, white","CORN FLR,MASA,ENR,WHITE",nan,nan,Y,nan,0,nan,6.25,2.73,8.37,4.03
20018,2000,"Corn flour, yellow, degermed, unenriched","CORN FLR,YEL,DEGERMED,UNENR",nan,nan,nan,nan,0,nan,6.25,3.46,8.37,4.16
20019,2000,"Corn flour, masa, unenriched, white","CORN FLR,MASA,UNENR,WHITE",nan,nan,Y,nan,0,nan,6.25,2.73,8.37,4.03
20020,2000,"Cornmeal, whole-grain, yellow","CORNMEAL,WHOLE-GRAIN,YEL",nan,nan,nan,nan,0,nan,6.25,2.73,8.37,4.03
20022,2000,"Cornmeal, degermed, enriched, yellow","CORNMEAL,DEGERMED,ENR,YEL",nan,nan,Y,nan,0,nan,6.25,3.46,8.37,4.16
20023,2000,"Cornmeal, yellow, self-rising, bolted, plain, enriched","CORNMEAL,YEL,SELF-RISING,BOLTED,PLN,ENR",nan,nan,nan,nan,0,nan,6.25,2.73,8.37,4.03
20024,2000,"Cornmeal, yellow, self-rising, bolted, with wheat flour added, enriched","CORNMEAL,YEL,SELF-RISING,BOLTED,W/ WHEAT FLR ADDED,ENR",nan,nan,nan,nan,0,nan,6.18,3.13,8.37,4.06
20025,2000,"Cornmeal, yellow, self-rising, degermed, enriched","CORNMEAL,YEL,SELF-RISING,DEGERMED,ENR",nan,nan,nan,nan,0,nan,6.25,3.46,8.37,4.16
20027,2000,Cornstarch,CORNSTARCH,nan,nan,Y,nan,0,nan,6.25,3.46,8.37,4.16
20028,2000,"Couscous, dry","COUSCOUS,DRY",nan,nan,nan,nan,0,nan,5.70,4.05,8.37,4.12
20029,2000,"Couscous, cooked","COUSCOUS,COOKED",nan,nan,Y,nan,0,nan,5.70,4.05,8.37,4.12
20030,2000,"Hominy, canned, white","HOMINY,CANNED,WHITE",nan,nan,Y,nan,0,nan,6.25,3.46,8.37,4.16
20031,2000,"Millet, raw","MILLET,RAW",nan,nan,nan,nan,0,Panicum miliaceum L.,5.83,3.87,8.37,4.12
20032,2000,"Millet, cooked","MILLET,COOKED",nan,nan,Y,nan,0,nan,5.83,3.87,8.37,4.12
20033,2000,"Oat bran, raw","OAT BRAN,RAW",nan,nan,Y,nan,0,nan,5.83,1.82,8.37,2.35
20034,2000,"Oat bran, cooked","OAT BRAN,COOKED",nan,nan,nan,nan,0,nan,5.83,1.82,8.37,2.35
20035,2000,"Quinoa, uncooked","QUINOA,UNCKD",nan,nan,nan,nan,0,Chenopodium quinoa Willd.,6.25,4.00,9.00,4.00
20036,2000,"Rice, brown, long-grain, raw (Includes foods for USDA's Food Distribution Program)","RICE,BROWN,LONG-GRAIN,RAW",nan,nan,Y,nan,0,Oryza sativa L.,5.95,3.41,8.37,4.12
20037,2000,"Rice, brown, long-grain, cooked (Includes foods for USDA's Food Distribution Program)","RICE,BROWN,LONG-GRAIN,CKD",nan,nan,Y,nan,0,nan,5.95,3.41,8.37,4.12
20038,2000,Oats (Includes foods for USDA's Food Distribution Program),OATS,nan,nan,nan,nan,0,Avena sativa L.,5.83,3.46,8.37,4.12
20040,2000,"Rice, brown, medium-grain, raw (Includes foods for USDA's Food Distribution Program)","RICE,BROWN,MEDIUM-GRAIN,RAW",nan,nan,nan,nan,0,nan,5.95,3.41,8.37,4.12
20041,2000,"Rice, brown, medium-grain, cooked (Includes foods for USDA's Food Distribution Program)","RICE,BROWN,MEDIUM-GRAIN,CKD",nan,nan,nan,nan,0,nan,5.95,3.41,8.37,4.12
20042,2000,"Rice, brown, parboiled, dry, UNCLE BEN'S","RICE,BROWN,PARBLD,DRY,UNCLE BEN'S",nan,Mars Food US,nan,nan,0,nan,nan,nan,nan,nan
20044,2000,"Rice, white, long-grain, regular, raw, enriched","RICE,WHITE,LONG-GRAIN,REG,RAW,ENR",nan,nan,Y,nan,0,nan,5.95,3.82,8.37,4.16
20045,2000,"Rice, white, long-grain, regular, enriched, cooked","RICE,WHITE,LONG-GRAIN,REG,ENR,CKD",nan,nan,Y,nan,0,nan,5.95,3.82,8.37,4.16
20046,2000,"Rice, white, long-grain, parboiled, enriched, dry","RICE,WHITE,LONG-GRAIN,PARBLD,ENR,DRY",nan,nan,Y,nan,0,nan,5.95,3.82,8.37,4.16
20047,2000,"Rice, white, long-grain, parboiled, enriched, cooked","RICE,WHITE,LONG-GRAIN,PARBLD,ENR,CKD",nan,nan,Y,nan,0,nan,5.95,3.82,8.37,4.16
20048,2000,"Rice, white, long-grain, precooked or instant, enriched, dry","RICE,WHITE,LONG-GRAIN,PRECKD OR INST,ENR,DRY",nan,nan,Y,nan,0,nan,5.95,3.82,8.37,4.16
20049,2000,"Rice, white, long-grain, precooked or instant, enriched, prepared","RICE,WHITE,LONG-GRAIN,PRECKD OR INST,ENR,PREP",nan,nan,Y,nan,0,nan,5.95,3.82,8.37,4.16
20050,2000,"Rice, white, medium-grain, raw, enriched","RICE,WHITE,MEDIUM-GRAIN,RAW,ENR",nan,nan,nan,nan,0,nan,5.95,3.82,8.37,4.16
20051,2000,"Rice, white, medium-grain, enriched, cooked","RICE,WHITE,MEDIUM-GRAIN,ENR,CKD",nan,nan,nan,nan,0,nan,5.95,3.82,8.37,4.16
20052,2000,"Rice, white, short-grain, enriched, uncooked","RICE,WHITE,SHORT-GRAIN,ENR,UNCKD",nan,nan,nan,nan,0,nan,5.95,3.82,8.37,4.16
20053,2000,"Rice, white, short-grain, enriched, cooked","RICE,WHITE,SHORT-GRAIN,ENR,CKD",nan,nan,nan,nan,0,nan,5.95,3.82,8.37,4.16
20054,2000,"Rice, white, glutinous, unenriched, uncooked","RICE,WHITE,GLUTINOUS,UNENR,UNCKD",nan,nan,nan,nan,0,nan,5.95,3.82,8.37,4.16
20055,2000,"Rice, white, glutinous, unenriched, cooked","RICE,WHITE,GLUTINOUS,UNENR,CKD",nan,nan,Y,nan,0,nan,5.95,3.82,8.37,4.16
20058,2000,"Rice, white, steamed, Chinese restaurant","RICE,WHITE,STMD,CHINESE RESTAURANT",nan,nan,nan,nan,0,nan,nan,nan,nan,nan
20060,2000,"Rice bran, crude","RICE BRAN,CRUDE",nan,nan,Y,nan,0,nan,5.95,1.82,8.37,2.35
20061,2000,"Rice flour, white, unenriched","RICE FLR,WHITE,UNENR",nan,nan,Y,nan,0,nan,5.95,3.82,8.37,4.16
20062,2000,Rye grain,RYE GRAIN,nan,nan,Y,nan,0,Secale cereale L.,5.83,3.05,8.37,3.86
20063,2000,"Rye flour, dark","RYE FLOUR,DARK",nan,nan,Y,nan,0,nan,5.83,2.96,8.37,3.78
20064,2000,"Rye flour, medium","RYE FLOUR,MEDIUM",nan,nan,Y,nan,0,nan,5.83,3.23,8.37,3.99
20065,2000,"Rye flour, light","RYE FLOUR,LIGHT",nan,nan,Y,nan,0,nan,5.83,3.41,8.37,4.07
20066,2000,"Semolina, enriched","SEMOLINA,ENRICHED",nan,nan,nan,nan,0,nan,5.70,4.05,8.37,4.12
20067,2000,Sorghum grain,SORGHUM GRAIN,nan,nan,nan,nan,0,Sorghum spp.,6.25,0.91,8.37,4.03
20068,2000,"Tapioca, pearl, dry","TAPIOCA,PEARL,DRY",nan,nan,Y,nan,0,nan,6.25,2.78,8.37,4.03
20069,2000,Triticale,TRITICALE,nan,nan,nan,nan,0,X Triticosecale spp.,5.83,3.32,8.37,3.82
20070,2000,"Triticale flour, whole-grain","TRITICALE FLR,WHOLE-GRAIN",nan,nan,nan,nan,0,nan,5.83,3.32,8.37,3.82
20071,2000,"Wheat, hard red spring","WHEAT,HARD RED SPRING",nan,nan,Y,nan,0,Triticum aestivum L.,5.83,3.59,8.37,3.78
20072,2000,"Wheat, hard red winter","WHEAT,HARD RED WINTER",nan,nan,Y,nan,0,Triticum aestivum L.,5.83,3.59,8.37,3.78
20073,2000,"Wheat, soft red winter","WHEAT,SOFT RED WINTER",nan,nan,nan,nan,0,Triticum aestivum L.,5.83,3.59,8.37,3.78
20074,2000,"Wheat, hard white","WHEAT,HARD WHITE",nan,nan,nan,nan,0,Triticum aestivum L.,5.83,3.59,8.37,3.78
20075,2000,"Wheat, soft white","WHEAT,SOFT WHITE",nan,nan,nan,nan,0,Triticum aestivum L.,5.83,3.59,8.37,3.78
20076,2000,"Wheat, durum","WHEAT,DURUM",nan,nan,nan,nan,0,Triticum durum Desf.,5.83,3.59,8.37,3.78
20077,2000,"Wheat bran, crude","WHEAT BRAN,CRUDE",nan,nan,Y,nan,0,nan,6.31,1.82,8.37,2.35
20078,2000,"Wheat germ, crude","WHEAT GERM,CRUDE",nan,nan,nan,nan,0,nan,5.80,3.59,8.37,3.78
20080,2000,"Wheat flour, whole-grain (Includes foods for USDA's Food Distribution Program)","WHEAT FLOUR,WHOLE-GRAIN",nan,nan,Y,nan,0,nan,5.83,3.59,8.37,3.78
20081,2000,"Wheat flour, white, all-purpose, enriched, bleached","WHEAT FLR,WHITE,ALL-PURPOSE,ENR,BLEACHED",nan,nan,Y,nan,0,nan,5.70,4.05,8.37,4.12
20082,2000,"Wheat flour, white, all-purpose, self-rising, enriched","WHEAT FLR,WHITE,ALL-PURPOSE,SELF-RISING,ENR",nan,nan,Y,nan,0,nan,5.70,4.05,8.37,4.12
20083,2000,"Wheat flour, white, bread, enriched","WHEAT FLR,WHITE,BREAD,ENR",nan,nan,Y,nan,0,nan,5.70,4.05,8.37,4.12
20084,2000,"Wheat flour, white, cake, enriched","WHEAT FLR,WHITE,CAKE,ENR",nan,nan,Y,nan,0,nan,5.70,4.05,8.37,4.12
20086,2000,"Wheat flour, white, tortilla mix, enriched","WHEAT FLR,WHITE,TORTILLA MIX,ENR",nan,nan,nan,nan,0,nan,5.70,4.05,8.37,4.12
20087,2000,"Wheat, sprouted","WHEAT,SPROUTED",nan,nan,nan,nan,0,nan,5.83,3.59,8.37,3.78
20088,2000,"Wild rice, raw","WILD RICE,RAW",nan,nan,Y,nan,0,Zizania spp.,6.25,3.55,8.37,3.95
20089,2000,"Wild rice, cooked","WILD RICE,COOKED",nan,nan,Y,nan,0,nan,6.25,3.55,8.37,3.95
20090,2000,"Rice flour, brown","RICE FLOUR,BROWN",nan,nan,nan,nan,0,nan,5.95,3.41,8.37,4.12
20091,2000,"Pasta, gluten-free, corn, dry","PASTA,GLUTEN-FREE,CORN,DRY",nan,nan,nan,nan,0,nan,6.25,2.73,8.37,4.03
20092,2000,"Pasta, gluten-free, corn, cooked","PASTA,GLUTEN-FREE,CORN,CKD",nan,nan,nan,nan,0,nan,6.25,2.73,8.37,4.03
20093,2000,"Pasta, fresh-refrigerated, plain, as purchased","PASTA,FRESH-REFRIGERATED,PLN,AS PURCHASED",nan,nan,nan,nan,0,nan,5.78,3.93,8.41,4.09
20094,2000,"Pasta, fresh-refrigerated, plain, cooked","PASTA,FRESH-REFRIGERATED,PLN,CKD",nan,nan,nan,nan,0,nan,5.78,3.93,8.41,4.09
20095,2000,"Pasta, fresh-refrigerated, spinach, as purchased","PASTA,FRESH-REFRIGERATED,SPINACH,AS PURCHASED",nan,nan,nan,nan,0,nan,5.79,3.88,8.41,4.08
20096,2000,"Pasta, fresh-refrigerated, spinach, cooked","PASTA,FRESH-REFRIGERATED,SPINACH,CKD",nan,nan,nan,nan,0,nan,5.79,3.88,8.41,4.08
20097,2000,"Pasta, homemade, made with egg, cooked","PASTA,HOMEMADE,MADE W/EGG,CKD",nan,nan,nan,nan,0,nan,5.73,3.93,8.41,4.09
20098,2000,"Pasta, homemade, made without egg, cooked","PASTA,HOMEMADE,MADE WO/EGG,CKD",nan,nan,nan,nan,0,nan,5.70,3.91,8.37,4.12
20105,2000,"Macaroni, vegetable, enriched, dry","MACARONI,VEG,ENR,DRY",nan,nan,nan,nan,0,nan,5.72,3.86,8.37,4.11
20106,2000,"Macaroni, vegetable, enriched, cooked","MACARONI,VEG,ENR,CKD",nan,nan,Y,nan,0,nan,5.72,3.86,8.37,4.11
20109,2000,"Noodles, egg, dry, enriched","NOODLES,EGG,DRY,ENRICHED",nan,nan,Y,nan,0,nan,5.78,3.93,8.41,4.09
20110,2000,"Noodles, egg, enriched, cooked","NOODLES,EGG,ENR,CKD",nan,nan,Y,nan,0,nan,5.78,3.93,8.41,4.09
20111,2000,"Noodles, egg, spinach, enriched, dry","NOODLES,EGG,SPINACH,ENR,DRY",nan,nan,nan,nan,0,nan,5.79,3.88,8.41,4.08
20112,2000,"Noodles, egg, spinach, enriched, cooked","NOODLES,EGG,SPINACH,ENR,CKD",nan,nan,Y,nan,0,nan,5.79,3.88,8.41,4.08
20113,2000,"Noodles, chinese, chow mein","NOODLES,CHINESE,CHOW MEIN",nan,nan,Y,nan,0,nan,nan,nan,nan,nan
20114,2000,"Noodles, japanese, soba, dry","NOODLES,JAPANESE,SOBA,DRY",nan,nan,nan,nan,0,nan,6.06,3.37,8.37,3.78
20115,2000,"Noodles, japanese, soba, cooked","NOODLES,JAPANESE,SOBA,CKD",nan,nan,nan,nan,0,nan,6.06,3.37,8.37,3.78
20116,2000,"Noodles, japanese, somen, dry","NOODLES,JAPANESE,SOMEN,DRY",nan,nan,nan,nan,0,nan,5.70,3.91,8.37,4.12
20117,2000,"Noodles, japanese, somen, cooked","NOODLES,JAPANESE,SOMEN,CKD",nan,nan,nan,nan,0,nan,5.70,3.91,8.37,4.12
20118,2000,"Noodles, flat, crunchy, Chinese restaurant","NOODLES,FLAT,CRUNCHY,CHINESE RESTAURANT",nan,nan,Y,nan,0,nan,5.73,4.05,8.37,4.12
20120,2000,"Pasta, dry, enriched","PASTA,DRY,ENR","macaroni product, spaghetti, elbow macaroni, lasagna, penne, rotini, farfalle, shells",nan,Y,nan,0,nan,5.70,3.91,8.37,4.12
20121,2000,"Pasta, cooked, enriched, without added salt","PASTA,CKD,ENR,WO/ ADDED SALT","macaroni product, spaghetti, elbow macaroni, rotini, lasagna, farfalle, shells, penne",nan,Y,nan,0,nan,5.70,3.91,8.37,4.12
20124,2000,"Pasta, whole-wheat, dry (Includes foods for USDA's Food Distribution Program)","PASTA,WHOLE-WHEAT,DRY","spaghetti, elbow macaroni, penne, farfalle, lasagna, shells, macaroni product",nan,nan,nan,0,nan,5.83,3.59,8.37,3.78
20125,2000,"Pasta, whole-wheat, cooked (Includes foods for USDA's Food Distribution Program)","PASTA,WHOLE-WHEAT,CKD","macaroni product, spaghetti, elbow macaroni, penne, farfalle, lasagna, rotini, shells",nan,Y,nan,0,nan,5.83,3.59,8.37,3.78
20126,2000,"Spaghetti, spinach, dry","SPAGHETTI,SPINACH,DRY",nan,nan,Y,nan,0,nan,5.72,3.86,8.37,4.11
20127,2000,"Spaghetti, spinach, cooked","SPAGHETTI,SPINACH,COOKED",nan,nan,nan,nan,0,nan,5.72,3.86,8.37,4.11
20129,2000,"Wheat flours, bread, unenriched","WHEAT FLOURS,BREAD,UNENR",nan,nan,Y,nan,0,nan,5.70,4.05,8.37,4.12
20130,2000,Barley flour or meal,BARLEY FLOUR OR MEAL,nan,nan,Y,nan,0,nan,5.83,3.55,8.37,3.95
20131,2000,Barley malt flour,BARLEY MALT FLR,nan,nan,nan,nan,0,nan,5.83,3.55,8.37,3.95
20132,2000,"Oat flour, partially debranned","OAT FLR,PART DEBRANNED",nan,nan,Y,nan,0,nan,nan,nan,nan,nan
20133,2000,"Rice noodles, dry","RICE NOODLES,DRY",nan,nan,nan,nan,0,nan,5.95,3.82,8.37,4.16
20134,2000,"Rice noodles, cooked","RICE NOODLES,CKD",nan,nan,Y,nan,0,nan,5.95,3.82,8.37,4.16
20135,2000,"Pasta, whole grain, 51% whole wheat, remaining unenriched semolina, dry","PASTA,WHL GRAIN,51% WHL WHEAT,REMAINING UNENR SEMOLINA,DRY","macaroni product, spaghetti, elbow macaroni, farfalle, rotini, lasagna, shells, penne",nan,nan,nan,0,nan,nan,3.78,8.37,3.95
20136,2000,"Pasta, whole grain, 51% whole wheat, remaining unenriched semolina, cooked","PASTA,WHL GRAIN,51% WHL WHEAT,REMAINING UNENR SEMOLINA,CKD","macaroni product, spaghetti, elbow macaroni, shells, penne, rotini, lasagna, farfalle",nan,nan,nan,0,nan,nan,3.78,8.37,3.95
20137,2000,"Quinoa, cooked","QUINOA,CKD",nan,nan,Y,nan,0,Chenopodium quinoa Willd.,6.25,4.00,9.00,4.00
20138,2000,"Wheat, KAMUT khorasan, uncooked","WHEAT,KAMUT KHORASAN,UNCKD",khorassan wheat,nan,nan,nan,0,Triticum turgidum subsp. turanicum (Jakubz.),5.83,3.59,8.37,3.78
20139,2000,"Wheat, KAMUT khorasan, cooked","WHEAT,KAMUT KHORASAN,CKD",khorassan wheat,nan,nan,nan,0,Triticum turgidum subsp. turanicum (Jakubz.),5.83,3.59,8.37,3.78
20140,2000,"Spelt, uncooked","SPELT,UNCKD",nan,nan,nan,nan,0,Triticum aestivum L. subsp. spelta,5.83,3.59,8.37,3.78
20141,2000,"Spelt, cooked","SPELT,CKD",nan,nan,nan,nan,0,Triticum aestivum L. subsp. spelta,5.83,3.59,8.37,3.78
20142,2000,"Teff, uncooked","TEFF,UNCKD",nan,nan,nan,nan,0,Eragrostis tef (Zuccagni) Trotter,6.25,4.00,9.00,4.00
20143,2000,"Teff, cooked","TEFF,CKD",nan,nan,nan,nan,0,Eragrostis tef (Zuccagni) Trotter,6.25,4.00,9.00,4.00
20310,2000,"Noodles, egg, cooked, enriched, with added salt","NOODLES,EGG,CKD,ENR,W/ SALT",nan,nan,nan,nan,0,nan,5.78,3.93,8.41,4.09
20314,2000,"Corn grain, white","CORN GRAIN,WHITE","dent corn, field corn",nan,nan,nan,0,nan,6.25,2.73,8.37,4.03
20315,2000,"Corn flour, whole-grain, blue (harina de maiz morado)","CORN FLR,WHOLE-GRAIN,BLUE (HARINA DE MAIZ MORADO)",nan,nan,nan,nan,0,nan,6.25,2.73,8.37,4.03
20316,2000,"Corn flour, whole-grain, white","CORN FLR,WHOLE-GRAIN,WHITE",nan,nan,Y,nan,0,nan,6.25,2.73,8.37,4.03
20317,2000,"Corn flour, yellow, masa, enriched","CORN FLR,YEL,MASA,ENR",nan,nan,nan,nan,0,nan,6.25,2.73,8.37,4.03
20320,2000,"Cornmeal, whole-grain, white","CORNMEAL,WHOLE-GRAIN,WHITE",nan,nan,Y,nan,0,nan,6.25,2.73,8.37,4.03
20321,2000,"Pasta, cooked, enriched, with added salt","PASTA,CKD,ENR,W/ ADDED SALT","spaghetti, elbow macaroni, lasagna, macaroni product, rotini, farfalle, penne, shells",nan,nan,nan,0,nan,5.70,3.91,8.37,4.12
20322,2000,"Cornmeal, degermed, enriched, white","CORNMEAL,DEGERMED,ENR,WHITE",nan,nan,Y,nan,0,nan,6.25,3.46,8.37,4.16
20323,2000,"Cornmeal, white, self-rising, bolted, plain, enriched","CORNMEAL,WHITE,SELF-RISING,BOLTED,PLN,ENR",nan,nan,nan,nan,0,nan,6.25,2.73,8.37,4.03
20324,2000,"Cornmeal, white, self-rising, bolted, with wheat flour added, enriched","CORNMEAL,WHITE,SELF-RISING,BOLTED,W/ WHEAT FLR ADDED,ENR",nan,nan,nan,nan,0,nan,6.18,3.13,8.37,4.06
20325,2000,"Cornmeal, white, self-rising, degermed, enriched","CORNMEAL,WHITE,SELF-RISING,DEGERMED,ENR",nan,nan,nan,nan,0,nan,6.25,3.46,8.37,4.16
20330,2000,"Hominy, canned, yellow","HOMINY,CANNED,YELLOW",nan,nan,nan,nan,0,nan,6.25,3.46,8.37,4.16
20345,2000,"Rice, white, long-grain, regular, cooked, enriched, with salt","RICE,WHITE,LONG-GRAIN,REG,CKD,ENR,W/SALT",nan,nan,Y,nan,0,nan,5.95,3.82,8.37,4.16
20381,2000,"Wheat flour, white, all-purpose, enriched, calcium-fortified","WHEAT FLR,WHITE,ALL-PURPOSE,ENR,CALCIUM-FORTIFIED",nan,nan,nan,nan,0,nan,5.70,4.05,8.37,4.12
20409,2000,"Noodles, egg, dry, unenriched","NOODLES,EGG,DRY,UNENR",nan,nan,Y,nan,0,nan,5.78,3.93,8.41,4.09
20410,2000,"Noodles, egg, unenriched, cooked, without added salt","NOODLES,EGG,UNENR,CKD,WO/ ADDED SALT",nan,nan,Y,nan,0,nan,5.78,3.93,8.41,4.09
20420,2000,"Pasta, dry, unenriched","PASTA,DRY,UNENR","macaroni product, spaghetti, elbow macaroni, lasagna, rotini, shells, farfalle, penne",nan,nan,nan,0,nan,5.70,3.91,8.37,4.12
20421,2000,"Pasta, cooked, unenriched, without added salt","PASTA,CKD,UNENR,WO/ ADDED SALT","macaroni product, spaghetti, elbow macaroni, penne, shells, farfalle, rotini, lasagna",nan,Y,nan,0,nan,5.70,3.91,8.37,4.12
20422,2000,"Cornmeal, degermed, unenriched, yellow","CORNMEAL,DEGERMED,UNENR,YEL",nan,nan,Y,nan,0,nan,6.25,3.46,8.37,4.16
20444,2000,"Rice, white, long-grain, regular, raw, unenriched","RICE,WHITE,LONG-GRAIN,REG,RAW,UNENR",nan,nan,Y,nan,0,nan,5.95,3.82,8.37,4.16
20445,2000,"Rice, white, long-grain, regular, unenriched, cooked without salt","RICE,WHITE,LONG-GRAIN,REG,UNENR,CKD WO/ SALT",nan,nan,Y,nan,0,nan,5.95,3.82,8.37,4.16
20446,2000,"Rice, white, long-grain, parboiled, unenriched, dry","RICE,WHITE,LONG-GRAIN,PARBLD,UNENR,DRY",nan,nan,nan,nan,0,nan,5.95,3.82,8.37,4.16
